"name","last_name","first_name","graduation_date","rank_at_graduation","class","graduated_from","pilot_type","military_hometown_of_record","state","aerial_victory_credits","number_of_aerial_victory_credits","reported_lost","reported_lost_date","reported_lost_location","web_profile"
"Walker, James A.","Walker","James A.",1943-05-28,"2nd Lt","SE-43-E","TAAF","Single engine","Manning","SC",,0,,,,"https://cafriseabove.org/james-alonzo-walker/"
"Walker, John B., Jr.","Walker","John B., Jr.",1945-03-11,"2nd Lt","SE-45-A","TAAF","Single engine","Canton","OH",,0,,,,
"Walker, Quitman C.","Walker","Quitman C.",1943-01-14,"2nd Lt","SE-43-A","TAAF","Single engine","Indianola","MS",,0,,,,"https://cafriseabove.org/lt-quitman-charles-walker/"
"Walker, William C., Jr.","Walker","William C., Jr.",1944-05-23,"2nd Lt","SE-44-E","TAAF","Single engine","Atlantic City","NJ",,0,,,,
"Walker, William H.","Walker","William H.",1942-12-13,"2nd Lt","SE-42-K","TAAF","Single engine","Suffolk","VA",,0,,,,
"Walker, William H.","Walker","William H.",1943-02-16,"2nd Lt","SE-43-B","TAAF","Single engine","Carbondale","IL",,0,,,,"https://cafriseabove.org/william-h-walker/"
"Wanamaker, George E.","Wanamaker","George E.",1945-05-23,"Flight Officer","SE-45-C","TAAF","Single engine","Montclair","NJ",,0,,,,
"Warner, Hugh St. Clair","Warner","Hugh St. Clair",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","New York","NY","Downed 1 Me-109 on July 18, 1944",1,,,,
"Warren, James W.","Warren","James W.",1944-10-16,"Flight Officer","SE-44-I-1","TAAF","Single engine","Brooklyn","NY",,0,,,,
"Warrick, Calvin T.","Warrick","Calvin T.",1945-03-11,"2nd Lt","TE-45-A","TAAF","Twin engine","Elkton","MD",,0,,,,
"Washington, Milton S.","Washington","Milton S.",1944-09-08,"Flight Officer","SE-44-H","TAAF","Single engine","Willow Grove","PA",,0,,,,
"Washington, Morris J.","Washington","Morris J.",1944-11-20,"Flight Officer","TE-44-I","TAAF","Twin engine","Atlantic City","NJ",,0,,,,
"Washington, Samuel L.","Washington","Samuel L.",1944-06-27,"Flight Officer","SE-44-F","TAAF","Single engine","Cleveland","OH",,0,,,,
"Washington, William M.","Washington","William M.",1944-11-20,"2nd Lt","SE-44-I","TAAF","Single engine","Chicago","IL",,0,,,,
"Watkins, Edward W.","Watkins","Edward W.",1945-09-08,"Flight Officer","SE-45-F","TAAF","Single engine","Freeman","WV",,0,,,,
"Watkins, Edward W.","Watkins","Edward W.",1943-10-01,"2nd Lt","SE-43-I","TAAF","Single engine","Omaha","NE",,0,,,,
"Watson, Dudley M.","Watson","Dudley M.",1943-05-28,"2nd Lt","SE-43-E","TAAF","Single engine","Frankfort","KY",,0,,,,
"Watson, Spann","Watson","Spann",1942-07-03,"2nd Lt","SE-42-F","TAAF","Single engine","Hackensack","NJ",,0,,,,
"Watts, Samuel W., Jr.","Watts","Samuel W., Jr.",1944-05-23,"2nd Lt","SE-44-E","TAAF","Single engine","New York","NY",,0,,,,
"Weatherford, Richard","Weatherford","Richard",1945-10-16,"Flight Officer","TE-45-G","TAAF","Twin engine","Albion","MI",,0,,,,
"Weathers, Luke J.","Weathers","Luke J.",1943-04-29,"2nd Lt","SE-43-D","TAAF","Single engine","Memphis","TN","Downed 2 Me-109s on November 16, 1944",2,,,,"https://cafriseabove.org/luke-weathers-jr/"
"Weathersby, Paul","Weathersby","Paul",1943-10-22,"2nd Lt","CL-43-2","TAAF","Liaison pilot","Chicago","IL",,0,,,,
"Webb, Rhohelia J.","Webb","Rhohelia J.",1944-06-27,"2nd Lt","TE-44-F","TAAF","Twin engine","Baltimore","MD",,0,,,,
"Wells, Wendell D.","Wells","Wendell D.",1943-12-05,"2nd Lt","TE-43-K","TAAF","Twin engine","Washington","DC",,0,,,,
"Wells, Johnson C.","Wells","Johnson C.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Buffalo","NY",,0,,,,"https://cafriseabove.org/johnson-c-wells/"
"Westbrook, Shelby F.","Westbrook","Shelby F.",1944-02-08,"2nd Lt","SE-44-B","TAAF","Single engine","Toledo","OH",,0,,,,
"Westmoreland, Julius C.","Westmoreland","Julius C.",1945-09-08,"2nd Lt","SE-45-F","TAAF","Single engine","Washington","DC",,0,,,,
"Westmoreland, Walter D.","Westmoreland","Walter D.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Atlanta","GA",,0,,,,"https://cafriseabove.org/walter-drake-westmoreland/"
"Wheeler, Jimmie D.","Wheeler","Jimmie D.",1944-04-15,"2nd Lt","SE-44-D","TAAF","Single engine","Detroit","MI",,0,,,,"https://cafriseabove.org/jimmie-d-wheeler/"
"Wheeler, William M.","Wheeler","William M.",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","Detroit","MI",,0,,,,"https://cafriseabove.org/william-m-wheeler/"
"White, Charles L.","White","Charles L.",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","St. Louis","MO","Downed 2 Me-109s on April 1, 1945",2,,,,
"White, Cohen M.","White","Cohen M.",1944-02-08,"2nd Lt","SE-44-B","TAAF","Single engine","Detroit","MI",,0,,,,
"White, Ferrier H.","White","Ferrier H.",1944-10-16,"2nd Lt","SE-44-I-1","TAAF","Single engine","Oberlin","OH",,0,,,,"https://cafriseabove.org/ferrier-h-white/"
"White, Harold L.","White","Harold L.",1944-08-04,"2nd Lt","SE-44-G","TAAF","Single engine","Detroit","MI",,0,,,,
"White, Harry W.","White","Harry W.",1945-05-23,"Flight Officer","SE-45-C","TAAF","Single engine","Baltimore","MD",,0,,,,
"White, Haydel J.","White","Haydel J.",1944-02-01,"Flight Officer","TE-44-K","TAAF","Twin engine","New Orleans","LA",,0,,,,
"White, Hugh J.","White","Hugh J.",1944-06-27,"2nd Lt","SE-44-F","TAAF","Single engine","St. Louis","MO","Downed 1 Me-109 on March 31, 1945",1,,,,"https://cafriseabove.org/hugh-j-white/"
"White, Joseph C.","White","Joseph C.",1944-08-04,"Flight Officer","SE-44-G","TAAF","Single engine","Chattanooga","TN",,0,,,,
"White, Marvin C., Sr.","White","Marvin C., Sr.",1945-08-04,"Flight Officer","SE-45-E","TAAF","Single engine","Wichita","KS",,0,,,,
"White, Raymond M.","White","Raymond M.",1944-11-20,"Flight Officer","TE-44-I","TAAF","Twin engine","Bronx","NY",,0,,,,
"White, Sherman W.","White","Sherman W.",1942-05-20,"2nd Lt","SE-42-E","TAAF","Single engine","Montgomery","AL",,0,"Y",1943-07-02,"Over SW coast of Sicily","https://cafriseabove.org/sherman-w-white-jr/"
"White, Vertner J., Jr.","White","Vertner J., Jr.",1945-09-08,"2nd Lt","TE-45-F","TAAF","Twin engine","Cleveland","OH",,0,,,,
"Whitehead, John L.","Whitehead","John L.",1944-09-08,"2nd Lt","SE-44-H","TAAF","Single engine","Lawrenceville","VA",,0,,,,
"Whiten, Joseph D.","Whiten","Joseph D.",1943-12-05,"2nd Lt","TE-43-K","TAAF","Twin engine","New York","NY",,0,,,,
"Whiteside, Albert","Whiteside","Albert",1945-08-04,"Flight Officer","TE-45-E","TAAF","Twin engine","San Antonio","TX",,0,,,,
"Whitney, Yenwith K.","Whitney","Yenwith K.",1944-06-27,"Flight Officer","SE-44-F","TAAF","Single engine","New York","NY",,0,,,,"https://cafriseabove.org/yenwith-k-whitney/"
"Whittaker, Peter H.","Whittaker","Peter H.",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","Detroit","MI",,0,,,,
"Whyte, James W., Jr.","Whyte","James W., Jr.",1944-11-20,"2nd Lt","TE-44-I","TAAF","Twin engine","New Haven","CT",,0,,,,
"Wiggins, Leonard W.","Wiggins","Leonard W.",1945-08-04,"Flight Officer","SE-45-E","TAAF","Single engine","Detroit","MI",,0,,,,
"Wiggins, Robert H.","Wiggins","Robert H.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","New York","NY",,0,,,,"https://cafriseabove.org/robert-h-wiggins/"
"Wilburn, Arthur J.","Wilburn","Arthur J.",1944-01-07,"2nd Lt","SE-44-A","TAAF","Single engine","Asheville","NC",,0,,,,
"Wilburn, Leonard E.","Wilburn","Leonard E.",1943-09-30,"2nd Lt","CL-43-1","TAAF","Liaison pilot","Franklin County","OH",,0,,,,
"Wiley, James T.","Wiley","James T.",1942-07-03,"2nd Lt","SE-42-F","TAAF","Single engine","Pittsburg","PA",,0,,,,
"Wilhite, Emmett J.","Wilhite","Emmett J.",1945-06-27,"2nd Lt","SE-45-D","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Wilkens, Laurence D.","Wilkens","Laurence D.",1943-05-28,"2nd Lt","SE-43-E","TAAF","Single engine","Los Angeles","CA","Downed 1 Me-109 on July 17, 1944",1,,,,
"Wilkerson, Oscar L., Jr.","Wilkerson","Oscar L., Jr.",1945-09-08,"2nd Lt","TE-45-F","TAAF","Twin engine","Chicago Heights","IL",,0,,,,"https://cafriseabove.org/oscar-lawton-wilkerson-jr/"
"Wilkerson, William G.","Wilkerson","William G.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Camden","NJ",,0,,,,
"Wilkins, Ralph D.","Wilkins","Ralph D.",1944-11-20,"2nd Lt","SE-44-I","TAAF","Single engine","Washington","DC",,0,,,,
"Willette, Leonard R.","Willette","Leonard R.",1944-02-08,"Flight Officer","SE-44-B","TAAF","Single engine","Belleville","NJ",,0,,,,"https://cafriseabove.org/leonard-r-willette/"
"Williams, Andrew B., Jr.","Williams","Andrew B., Jr.",1945-11-20,"Flight Officer","TE-45-H","TAAF","Twin engine","Los Angeles","CA",,0,,,,
"Williams, Archie","Williams","Archie",,"2nd Lt",,"TAAF","Service pilot","Oakland","CA",,0,,,,"https://cafriseabove.org/archie-franklin-williams/"
"Williams, Charles I.","Williams","Charles I.",1943-04-29,"2nd Lt","SE-43-D","TAAF","Single engine","Lima","OH",,0,,,,
"Williams, Charles T.","Williams","Charles T.",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Williams, Clarence","Williams","Clarence",1944-01-07,"Flight Officer","TE-44-A","TAAF","Twin engine","Fairfield","AL",,0,,,,
"Williams, Craig H.","Williams","Craig H.",1943-05-28,"2nd Lt","SE-43-E","TAAF","Single engine","Chicago","IL",,0,,,,
"Williams, Edward J.","Williams","Edward J.",1943-12-05,"Flight Officer","SE-43-K","TAAF","Single engine","Columbus","GA",,0,,,,
"Williams, Eugene W.","Williams","Eugene W.",1945-08-04,"2nd Lt","SE-45-E","TAAF","Single engine","Roanoke","VA",,0,,,,
"Williams, Herbert W.","Williams","Herbert W.",1944-01-07,"2nd Lt","TE-44-A","TAAF","Liaison pilot","Los Angeles","CA",,0,,,,
"Williams, James L.","Williams","James L.",1945-09-08,"Flight Officer","SE-45-F","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Williams, James R.","Williams","James R.",1945-10-16,"2nd Lt","TE-45-G","TAAF","Twin engine","Bryn Mawr","PA",,0,,,,
"Williams, Joseph H.","Williams","Joseph H.",1944-11-20,"2nd Lt","TE-44-I","TAAF","Twin engine","Chicago","IL",,0,,,,
"Williams, Kenneth I.","Williams","Kenneth I.",1944-02-08,"2nd Lt","SE-44-B","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Williams, LeRoi S.","Williams","LeRoi S.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Roanoke","VA",,0,,,,
"Williams, Leslie A.","Williams","Leslie A.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","San Mateo","CA",,0,,,,
"Williams, Raymond L.","Williams","Raymond L.",1945-06-27,"Flight Officer","SE-45-D","TAAF","Single engine","Jersey City","NJ",,0,,,,
"Williams, Robert E., Jr.","Williams","Robert E., Jr.",1944-08-04,"Flight Officer","SE-44-G","TAAF","Single engine","Chicago","IL",,0,,,,
"Williams, Robert W.","Williams","Robert W.",1944-05-23,"2nd Lt","SE-44-E","TAAF","Single engine","Ottumwa","IA","Downed 2 FW-190s on March 31, 1945",2,,,,"https://cafriseabove.org/robert-w-williams/"
"Williams, Romeo M.","Williams","Romeo M.",1942-12-13,"2nd Lt","SE-42-K","TAAF","Single engine","Marshall","TX",,0,,,,
"Williams, Thomas E.","Williams","Thomas E.",1945-09-08,"2nd Lt","SE-45-F","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Williams, Vincent E.","Williams","Vincent E.",1944-04-15,"Flight Officer","SE-44-D","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Williams, William F.","Williams","William F.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Cleveland","OH",,0,,,,"https://cafriseabove.org/william-f-williams-jr/"
"Williams, William L., Jr.","Williams","William L., Jr.",1944-12-28,"Flight Officer","TE-44-J","TAAF","Twin engine","New London","OH",,0,,,,
"Williams, Yancey","Williams","Yancey",1944-12-28,"1st Lt","SE-44-J","TAAF","Single engine","Tulsa","OK",,0,,,,
"Williamson, Willie A.","Williamson","Willie A.",1944-12-28,"Flight Officer","SE-44-J","TAAF","Single engine","Detroit","MI",,0,,,,
"Wilson, Adlrick H.","Wilson","Adlrick H.",1943-09-30,"2nd Lt","CL-43-1","TAAF","Liaison pilot","Chicago","IL",,0,,,,
"Wilson, Bertram W., Jr.","Wilson","Bertram W., Jr.",1944-05-23,"2nd Lt","SE-44-E","TAAF","Single engine","Brooklyn","NY","Downed 1 Fw-190 on March 31, 1945",1,,,,
"Wilson, Charles E.","Wilson","Charles E.",1944-03-12,"Flight Officer","TE-44-C","TAAF","Twin engine","Chicago","IL",,0,,,,
"Wilson, James A.","Wilson","James A.",1944-04-15,"2nd Lt","SE-44-D","TAAF","Single engine","Marion","IN",,0,,,,
"Wilson, LeRoy J.","Wilson","LeRoy J.",1945-09-08,"2nd Lt","TE-45-F","TAAF","Twin engine","Independence","KS",,0,,,,
"Wilson, Myron","Wilson","Myron",1944-04-15,"Flight Officer","SE-44-D","TAAF","Single engine","Danville","IL",,0,,,,
"Wilson, Theodore","Wilson","Theodore",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Roanoke","VA",,0,,,,
"Winslow, Eugene","Winslow","Eugene",1944-01-07,"2nd Lt","TE-44-A","TAAF","Twin engine","Chicago","IL",,0,,,,
"Winslow, Robert W.","Winslow","Robert W.",1945-04-15,"2nd Lt","SE-45-B","TAAF","Single engine","East St. Louis","IL",,0,,,,
"Winston, Charles H., Jr.","Winston","Charles H., Jr.",1945-04-15,"Flight Officer","SE-45-B","TAAF","Single engine","Seattle","WA",,0,,,,
"Winston, Harry P.","Winston","Harry P.",1945-03-11,"Flight Officer","SE-45-A","TAAF","Single engine","Franklin","VA",,0,,,,
"Wise, Henry A.","Wise","Henry A.",1944-02-08,"2nd Lt","SE-44-B","TAAF","Single engine","Cheriton","VA",,0,,,,"https://cafriseabove.org/henry-alphonso-wise-jr/"
"Witherspoon, Fred","Witherspoon","Fred",,"Flight Officer",,"TAAF","Service pilot","Houston","TX",,0,,,,
"Wofford, Kenneth O.","Wofford","Kenneth O.",1945-05-23,"2nd Lt","SE-45-C","TAAF","Single engine","Springfield","MO",,0,,,,"https://cafriseabove.org/kenneth-o-wofford/"
"Woods, Carl J.","Woods","Carl J.",1944-04-15,"Flight Officer","SE-44-D","TAAF","Single engine","Mars","PA",,0,,,,"https://cafriseabove.org/carl-j-woods-flight-officer/"
"Woods, Carrol S.","Woods","Carrol S.",1943-08-30,"2nd Lt","SE-43-H","TAAF","Single engine","Valdosta","GA",,0,,,,"https://cafriseabove.org/carrol-s-woods/"
"Woods, George","Woods","George",1943-12-07,"2nd Lt","CL-43-3","TAAF","Liaison pilot","Cleveland","OH",,0,,,,
"Woods, Isaac R.","Woods","Isaac R.",1945-08-04,"Flight Officer","SE-45-E","TAAF","Single engine","Tulsa","OK",,0,,,,
"Woods, Willard L.","Woods","Willard L.",1943-08-30,"2nd Lt","SE-43-H","TAAF","Single engine","Mempis","TN",,0,,,,
"Woodson, James E.","Woodson","James E.",1943-09-30,"2nd Lt","CL-43-1","TAAF","Liaison pilot","Unk","Unk",,0,,,,
"Wooten, Howard A.","Wooten","Howard A.",1944-12-28,"Flight Officer","TE-44-J","TAAF","Twin engine","Lovelady","TX",,0,,,,"https://cafriseabove.org/howard-a-wooten/"
"Wormack, Thelbert B.","Wormack","Thelbert B.",1948-10-12,"2nd Lt",,"Williams AFB, AZ","Single engine","Williams AFB","AZ",,0,,,,
"Wrenn, Robert L.","Wrenn","Robert L.",1943-10-22,"1st Lt","CL-43-2","TAAF","Liason pilot","Hamilton County","OH",,0,,,,
"Wright, Frank N.","Wright","Frank N.",1944-06-27,"2nd Lt","SE-44-F","TAAF","Single engine","Elmsford","NY",,0,,,,"https://cafriseabove.org/frank-n-wright/"
"Wright, Hiram","Wright","Hiram",1944-05-23,"Flight Officer","SE-44-E","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Wright, James E.","Wright","James E.",,"Flight Officer",,"TAAF","Service pilot","Savannah","GA",,0,,,,
"Wright, James W., Jr.","Wright","James W., Jr.",1944-06-27,"2nd Lt","SE-44-F","TAAF","Single engine","Pittsburg","PA",,0,,,,
"Wright, Kenneth M.","Wright","Kenneth M.",1944-05-23,"2nd Lt","SE-44-E","TAAF","Single engine","Sheridan","WY",,0,,,,
"Wright, Sandy W.","Wright","Sandy W.",1945-09-08,"Flight Officer","SE-45-F","TAAF","Single engine","Berkeley","CA",,0,,,,
"Wyatt, Beryl","Wyatt","Beryl",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Independence","KS",,0,,,,"https://cafriseabove.org/beryl-wyatt/"
"Wynn, Nasby, Jr.","Wynn","Nasby, Jr.",1944-12-28,"Flight Officer","TE-44-J","TAAF","Twin engine","Mt. Vernon","NY",,0,,,,
"Yates, Phillip C.","Yates","Phillip C.",1945-06-27,"Flight Officer","SE-45-D","TAAF","Single engine","Washington","DC",,0,,,,
"York, Oscar H.","York","Oscar H.",1944-11-20,"2nd Lt","TE-44-I","TAAF","Twin engine","Los Angeles","CA",,0,,,,
"Young, Albert L.","Young","Albert L.",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","Mempis","TN",,0,,,,"https://cafriseabove.org/albert-young/"
"Young, Benjamin, Jr.","Young","Benjamin, Jr.",1945-05-23,"2nd Lt","SE-45-C","TAAF","Single engine","Philadelphia","PA",,0,,,,"https://cafriseabove.org/benjamin-young-jr/"
"Young, Eddie Lee","Young","Eddie Lee",1946-05-14,"Flight Officer","SE-46-B","TAAF","Single engine",,,,0,,,,
"Young, Lee W.","Young","Lee W.",1945-06-27,"Flight Officer","SE-45-D","TAAF","Single engine","Litchfield Pk","AZ",,0,,,,
"Young, William W.","Young","William W.",1945-09-08,"2nd Lt","SE-45-F","TAAF","Single engine","Oberlin","OH",,0,,,,
